Number,Transaction
2674,[2014-01-26 18:06:59] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2675,[2014-01-26 18:06:59] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2676,[2014-01-26 18:06:59] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2677,[2014-01-26 18:06:59] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2678,[2014-01-26 18:06:59] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2679,[2014-01-26 18:06:59] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2680,[2014-01-26 18:06:59] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2681,[2014-01-26 18:06:59] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2682,[2014-01-26 18:06:59] - Jonas Holos from NORVÈGE is back from Back Spasms Injury.
2683,[2014-01-26 18:06:59] - Stephane Da Costa from FRANCE is back from Exhaustion.
2684,[2014-01-26 18:06:59] - Valtteri Filppula from FINLANDE is back from Exhaustion.
2685,[2014-01-26 18:06:59] - Janis Sprukts from LETTONIE is back from Exhaustion.
2686,[2014-01-26 18:29:32] - FINLANDE roster errors : Not enough Players available in Pro Team! 14 Dressed. 18 Required.
Some errors will be automatically fixed.

2687,[2014-01-26 18:30:10] - FINLANDE roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

2688,[2014-01-27 19:07:59] - Joe Thornton of CANADA was sent to pro.
2689,[2014-01-27 19:07:59] - Successfully loaded CANADA lines done with STHS Client - 2.2.3.3
2690,[2014-01-27 19:09:01] - Successfully loaded SUISSE lines done with STHS Client - 2.2.3.3
2691,[2014-01-27 19:09:04] - Lauris Darzins of LETTONIE was sent to pro.
2692,[2014-01-27 19:09:04] - Juris Stals of LETTONIE was sent to pro.
2693,[2014-01-27 19:09:04] - Auto Roster Partial Function has been run for LETTONIE.
2694,[2014-01-27 19:09:04] - Auto Lines Function has been run for LETTONIE.
2695,[2014-01-27 19:09:04] - Auto Lines Function has been run for FINLANDE.
2696,[2014-01-27 19:09:04] - Auto Roster Partial Function has been run for FRANCE.
2697,[2014-01-27 19:09:04] - Auto Lines Function has been run for FRANCE.
2698,[2014-01-27 19:09:04] - Mads Eller of DANEMARK was sent to pro.
2699,[2014-01-27 19:09:04] - Auto Roster Partial Function has been run for DANEMARK.
2700,[2014-01-27 19:09:04] - Auto Lines Function has been run for DANEMARK.
2701,[2014-01-27 19:09:33] - T.J. Oshie of USA was sent to pro.
2702,[2014-01-27 19:09:33] - Auto Roster Partial Function has been run for USA.
2703,[2014-01-27 19:09:33] - Auto Lines Function has been run for USA.
2704,[2014-01-27 19:09:35] - New Record for Team Most Shots Blocked (9) in 1 Game for Rep.Tchèque!
2705,[2014-01-27 19:09:35] - New Record for Team Most Penalties (30) in 1 Game for Rep.Tchèque!
2706,[2014-01-27 19:09:35] - Zemgus Girgensons from LETTONIE is injured from Exhaustion.
2707,[2014-01-27 19:09:35] - Martins Karsums from LETTONIE is injured from Exhaustion.
2708,[2014-01-27 19:09:35] - Janis Sprukts from LETTONIE is injured from Exhaustion.
2709,[2014-01-27 19:09:35] - Jannik Hansen from DANEMARK is injured from Exhaustion.
2710,[2014-01-27 19:09:35] - New Record for Team Most Hits (27) in 1 Game for DANEMARK!
2711,[2014-01-27 19:09:35] - New Record for Team Most Goals (5) in 1 Game for DANEMARK!
2712,[2014-01-27 19:09:35] - New Record for Team Most Assists (9) in 1 Game for DANEMARK!
2713,[2014-01-27 19:09:35] - New Record for Team Most Points (14) in 1 Game for DANEMARK!
2714,[2014-01-27 19:09:35] - New Record for Team Most Hits (27) in 1 Game for DANEMARK!
2715,[2014-01-27 19:09:35] - Michael Grabner from AUTRICHE is injured from Exhaustion.
2716,[2014-01-27 19:09:35] - New Record for Team Most Shots (29) in 1 Game for SUISSE!
2717,[2014-01-27 19:09:35] - Stephane Da Costa from FRANCE is injured from Exhaustion.
2718,[2014-01-27 19:09:35] - Jussi Jokinen from FINLANDE is injured from Exhaustion.
2719,[2014-01-27 19:09:35] - Lauri Korpikoski from FINLANDE is injured from Exhaustion.
2720,[2014-01-27 19:09:35] - Mikko Koivu from FINLANDE is injured from Exhaustion.
2721,[2014-01-27 19:09:35] - Valtteri Filppula from FINLANDE is injured from Exhaustion.
2722,[2014-01-27 19:09:35] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2723,[2014-01-27 19:09:35] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2724,[2014-01-27 19:09:35] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2725,[2014-01-27 19:09:35] - Corey Perry from CANADA is back from Exhaustion.
2726,[2014-01-27 19:09:35] - Frans Nielsen from DANEMARK is back from Exhaustion.
2727,[2014-01-27 19:09:35] - Mats Zuccarello from NORVÈGE is back from Exhaustion.
2728,[2014-01-27 19:09:35] - Ryan Kesler from USA is back from Exhaustion.
2729,[2014-01-27 19:09:35] - Kaspars Daugavins from LETTONIE is back from Exhaustion.
2730,[2014-01-27 19:09:35] - Ziga Pavlin from SLOVÉNIE is back from Lower Body Injury.
2731,[2014-01-28 22:05:40] - Dmitri Kulikov of RUSSIE was sent to pro.
2732,[2014-01-28 22:05:40] - Successfully loaded RUSSIE lines done with STHS Client - 2.2.3.3
2733,[2014-01-28 22:06:56] - Successfully loaded SUISSE lines done with STHS Client - 2.2.3.3
2734,[2014-01-28 22:08:07] - Mattias Norstebo of NORVÈGE was sent to farm.
2735,[2014-01-28 22:08:07] - Andreas Martinsen of NORVÈGE was sent to farm.
2736,[2014-01-28 22:08:07] - Ken Andre Olimb of NORVÈGE was sent to farm.
2737,[2014-01-28 22:08:07] - Successfully loaded NORVÈGE lines done with STHS Client - 2.2.3.3
2738,[2014-01-28 22:08:15] - FRANCE roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

2739,[2014-01-28 22:08:20] - Juris Stals of LETTONIE was sent to pro.
2740,[2014-01-28 22:08:20] - Lauris Darzins of LETTONIE was sent to pro.
2741,[2014-01-28 22:08:20] - Ronalds Kenins of LETTONIE was sent to pro.
2742,[2014-01-28 22:08:20] - Armands Berzins of LETTONIE was sent to pro.
2743,[2014-01-28 22:08:20] - Auto Roster Partial Function has been run for LETTONIE.
2744,[2014-01-28 22:08:20] - Auto Lines Function has been run for LETTONIE.
2745,[2014-01-28 22:08:20] - Auto Roster Partial Function has been run for FRANCE.
2746,[2014-01-28 22:08:20] - Auto Lines Function has been run for FRANCE.
2747,[2014-01-28 22:08:20] - Auto Roster Partial Function has been run for DANEMARK.
2748,[2014-01-28 22:08:20] - Auto Lines Function has been run for DANEMARK.
2749,[2014-01-28 22:08:30] - Auto Roster Partial Function has been run for AUTRICHE.
2750,[2014-01-28 22:08:30] - Auto Lines Function has been run for AUTRICHE.
2751,[2014-01-28 22:08:37] - FINLANDE roster errors : Not enough Players available in Pro Team! 14 Dressed. 18 Required.
Some errors will be automatically fixed.

2752,[2014-01-28 22:09:38] - Auto Roster Partial Function has been run for FINLANDE.
2753,[2014-01-28 22:09:38] - Auto Lines Function has been run for FINLANDE.
2754,[2014-01-28 22:09:40] - New Record for Team Most Shots Blocked (10) in 1 Game for SLOVÉNIE!
2755,[2014-01-28 22:09:40] - Mats Zuccarello from NORVÈGE is injured from Exhaustion.
2756,[2014-01-28 22:09:40] - Bobby Ryan from USA is injured from Exhaustion.
2757,[2014-01-28 22:09:40] - New Record for Team Most Goals (5) in 1 Game for USA!
2758,[2014-01-28 22:09:40] - New Record for Team Most Assists (9) in 1 Game for USA!
2759,[2014-01-28 22:09:40] - New Record for Team Most Points (14) in 1 Game for USA!
2760,[2014-01-28 22:09:40] - Frans Nielsen from DANEMARK is injured from Exhaustion.
2761,[2014-01-28 22:09:40] - Peter Regin from DANEMARK has scored a Hat Trick!
2762,[2014-01-28 22:09:41] - Kaspars Daugavins from LETTONIE is injured from Exhaustion.
2763,[2014-01-28 22:09:41] - David Krejci from Rep.Tchèque is injured from Exhaustion.
2764,[2014-01-28 22:09:41] - Marcel Goc from ALLEMAGNE is injured from Exhaustion.
2765,[2014-01-28 22:09:41] - New Record for Team Most Penalties (24) in 1 Game for ALLEMAGNE!
2766,[2014-01-28 22:09:41] - Last 7 Days Pro Star : 1 - Pavel Datsyuk of RUSSIE (5-2-7) / 2 - Marian Hossa of SLOVAQUIE (3-4-7) / 3 - Jussi Jokinen of FINLANDE (4-2-6)
2767,[2014-01-28 22:09:41] - USA lines for next game are empty. Current rosters/lines are not erased.
2768,[2014-01-28 22:09:41] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2769,[2014-01-28 22:09:41] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2770,[2014-01-28 22:09:41] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2771,[2014-01-28 22:09:41] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2772,[2014-01-28 22:09:41] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2773,[2014-01-28 22:09:41] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2774,[2014-01-28 22:09:41] - Tuomo Ruutu from FINLANDE is back from Exhaustion.
2775,[2014-01-28 22:09:41] - Antoine Roussel from FRANCE is back from Exhaustion.
2776,[2014-01-28 22:09:41] - Herbert Vasiljevs from LETTONIE is back from Exhaustion.
2777,[2014-01-28 22:10:15] - Bobby Ryan from USA is back from Exhaustion.
2778,[2014-01-28 22:10:15] - Jannik Hansen from DANEMARK is back from Exhaustion.
2779,[2014-01-28 22:10:15] - Marcel Goc from ALLEMAGNE is back from Exhaustion.
2780,[2014-01-28 22:10:15] - Mats Zuccarello from NORVÈGE is back from Exhaustion.
2781,[2014-01-28 22:10:15] - Michael Grabner from AUTRICHE is back from Exhaustion.
2782,[2014-01-28 22:10:15] - Stephane Da Costa from FRANCE is back from Exhaustion.
2783,[2014-01-28 22:10:15] - Zemgus Girgensons from LETTONIE is back from Exhaustion.
2784,[2014-01-28 22:10:15] - Martins Karsums from LETTONIE is back from Exhaustion.
2785,[2014-01-28 22:10:15] - Janis Sprukts from LETTONIE is back from Exhaustion.
2786,[2014-01-28 22:10:16] - Manual rest day was been done.
2787,[2014-01-28 22:10:18] - David Krejci from Rep.Tchèque is back from Exhaustion.
2788,[2014-01-28 22:10:18] - Frans Nielsen from DANEMARK is back from Exhaustion.
2789,[2014-01-28 22:10:18] - Kaspars Daugavins from LETTONIE is back from Exhaustion.
2790,[2014-01-28 22:10:19] - Manual rest day was been done.
2791,[2014-01-28 22:10:23] - Manual rest day was been done.
2792,[2014-01-29 20:52:17] - Successfully loaded Rep.Tchèque lines done with STHS Client - 2.2.3.3
2793,[2014-01-29 20:52:27] - Auto Roster Partial Function has been run for NORVÈGE.
2794,[2014-01-29 20:52:27] - Auto Lines Function has been run for NORVÈGE.
2795,[2014-01-29 20:52:27] - Auto Roster Partial Function has been run for DANEMARK.
2796,[2014-01-29 20:52:27] - Auto Lines Function has been run for DANEMARK.
2797,[2014-01-29 20:52:33] - Auto Roster Partial Function has been run for USA.
2798,[2014-01-29 20:52:33] - Auto Lines Function has been run for USA.
2799,[2014-01-29 20:52:33] - Auto Roster Partial Function has been run for LETTONIE.
2800,[2014-01-29 20:52:33] - Auto Lines Function has been run for LETTONIE.
2801,[2014-01-29 20:52:33] - Auto Roster Partial Function has been run for ALLEMAGNE.
2802,[2014-01-29 20:52:33] - Auto Lines Function has been run for ALLEMAGNE.
2803,[2014-01-29 20:52:36] - New Record for Team Most Shots (33) in 1 Game for SLOVAQUIE!
2804,[2014-01-29 20:52:36] - New Record for Team Most Penalties (20) in 1 Game for SLOVAQUIE!
2805,[2014-01-29 20:52:36] - New Record for Team Most Hits (23) in 1 Game for CANADA!
2806,[2014-01-29 20:52:36] - New Record for Team Most Penalties (33) in 1 Game for AUTRICHE!
2807,[2014-01-29 20:52:36] - Frans Nielsen from DANEMARK is injured from Exhaustion.
2808,[2014-01-29 20:52:36] - New Record for Team Most Shots Blocked (10) in 1 Game for SUISSE!
2809,[2014-01-29 20:52:36] - New Record for Team Most Goals (5) in 1 Game for Rep.Tchèque!
2810,[2014-01-29 20:52:36] - New Record for Team Most Assists (8) in 1 Game for Rep.Tchèque!
2811,[2014-01-29 20:52:36] - New Record for Team Most Points (13) in 1 Game for Rep.Tchèque!
2812,[2014-01-29 20:52:36] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
2813,[2014-01-29 20:52:36] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2814,[2014-01-29 20:52:36] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2815,[2014-01-29 20:52:36] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
2816,[2014-01-29 20:52:36] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2817,[2014-01-30 22:07:46] - Successfully loaded CANADA lines done with STHS Client - 2.2.3.3
2818,[2014-01-30 22:07:49] - Auto Roster Partial Function has been run for AUTRICHE.
2819,[2014-01-30 22:07:49] - Auto Lines Function has been run for AUTRICHE.
2820,[2014-01-30 22:07:55] - Auto Roster Partial Function has been run for Rep.Tchèque.
2821,[2014-01-30 22:07:55] - Auto Lines Function has been run for Rep.Tchèque.
2822,[2014-01-30 22:07:55] - Auto Roster Partial Function has been run for DANEMARK.
2823,[2014-01-30 22:07:55] - Auto Lines Function has been run for DANEMARK.
2824,[2014-01-30 22:07:57] - New Record for Player (Daniel Sedin) Most Shots (9) in 1 Game!
2825,[2014-01-30 22:07:57] - New Record for Team Most Penalties (22) in 1 Game for SUÈDE!
2826,[2014-01-30 22:07:57] - New Record for Team Most Hits (21) in 1 Game for SUÈDE!
2827,[2014-01-30 22:07:57] - New Record for Team Most Shots Blocked (12) in 1 Game for SLOVAQUIE!
2828,[2014-01-30 22:07:57] - New Record for Team Most Goals (6) in 1 Game for USA!
2829,[2014-01-30 22:07:57] - New Record for Team Most Assists (11) in 1 Game for USA!
2830,[2014-01-30 22:07:57] - New Record for Team Most Points (17) in 1 Game for USA!
2831,[2014-01-30 22:07:57] - New Record for Team Most Penalties (22) in 1 Game for USA!
2832,[2014-01-30 22:07:57] - New Record for Team Most Shots (33) in 1 Game for BÉLARUS!
2833,[2014-01-30 22:07:57] - New Record for Team Most Shots (32) in 1 Game for AUTRICHE!
2834,[2014-01-30 22:07:57] - New Record for Team Most Shots (36) in 1 Game for CANADA!
2835,[2014-01-30 22:07:57] - New Record for Most Shots (68) in a game!
2836,[2014-01-30 22:07:57] - USA lines for next game are empty. Current rosters/lines are not erased.
2837,[2014-01-30 22:07:57] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2838,[2014-01-30 22:07:57] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2839,[2014-01-30 22:07:57] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2840,[2014-01-30 22:07:57] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
2841,[2014-01-30 22:07:57] - Frans Nielsen from DANEMARK is back from Exhaustion.
2842,[2014-01-30 22:08:12] - Manual rest day was been done.
2843,[2014-02-02 14:15:15] - Successfully loaded FINLANDE lines done with STHS Client - 2.2.3.3
2844,[2014-02-02 14:15:20] - Auto Roster Partial Function has been run for AUTRICHE.
2845,[2014-02-02 14:15:20] - Auto Lines Function has been run for AUTRICHE.
2846,[2014-02-02 14:15:25] - Auto Roster Partial Function has been run for ALLEMAGNE.
2847,[2014-02-02 14:15:25] - Auto Lines Function has been run for ALLEMAGNE.
2848,[2014-02-02 14:15:26] - New Record for Team Most Shots Blocked (11) in 1 Game for AUTRICHE!
2849,[2014-02-02 14:15:27] - New Record for Team Most Goals (6) in 1 Game for FRANCE!
2850,[2014-02-02 14:15:27] - New Record for Team Most Assists (11) in 1 Game for FRANCE!
2851,[2014-02-02 14:15:27] - New Record for Team Most Points (17) in 1 Game for FRANCE!
2852,[2014-02-02 14:15:27] - Alexei Kalyuzhny from BÉLARUS has scored a Hat Trick!
2853,[2014-02-02 14:15:27] - New Record for Team Most Hits (22) in 1 Game for FINLANDE!
2854,[2014-02-02 14:15:27] - USA lines for next game are empty. Current rosters/lines are not erased.
2855,[2014-02-02 14:15:27] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
2856,[2014-02-02 14:15:27] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2857,[2014-02-02 14:15:27] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2858,[2014-02-02 14:15:27] - CANADA lines for next game are empty. Current rosters/lines are not erased.
2859,[2014-02-02 14:15:27] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
2860,[2014-02-02 14:15:27] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
2861,[2014-02-02 14:15:27] - Andres Ambuhl from SUISSE is back from Left Knee Injury.
2862,[2014-02-03 22:14:27] - Auto Roster Partial Function has been run for Rep.Tchèque.
2863,[2014-02-03 22:14:27] - Auto Lines Function has been run for Rep.Tchèque.
2864,[2014-02-03 22:14:27] - Auto Roster Partial Function has been run for AUTRICHE.
2865,[2014-02-03 22:14:27] - Auto Lines Function has been run for AUTRICHE.
2866,[2014-02-03 22:14:30] - New Record for Team Most Goals (5) in 1 Game for SLOVÉNIE!
2867,[2014-02-03 22:14:30] - New Record for Team Most Assists (9) in 1 Game for SLOVÉNIE!
2868,[2014-02-03 22:14:30] - New Record for Team Most Points (14) in 1 Game for SLOVÉNIE!
2869,[2014-02-03 22:14:30] - Nicklas Backstrom from SUÈDE is injured from Exhaustion.
2870,[2014-02-03 22:14:31] - New Record for Team Most Penalties (30) in 1 Game for ALLEMAGNE!
2871,[2014-02-03 22:14:31] - Bobby Ryan from USA is injured from Exhaustion.
2872,[2014-02-03 22:14:31] - USA lines for next game are empty. Current rosters/lines are not erased.
2873,[2014-02-03 22:14:31] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
2874,[2014-02-03 22:14:31] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
2875,[2014-02-03 22:14:31] - New Record for Player (Alexei Emelin) Most Penalties (26) in 1 Year!
